SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
096150,쏜다넷,12102
096190,보라존,12106
096195,보라존1우,12106
096280,대양건설,12114
096290,셀레네,12116
096340,엔피아이,12122
096370,유에이치엔,12124
096420,지엔앤에스,12129
096440,대왕제지공업,12130
096535,씨젠1우,15211
096560,학산,12145
096640,멜파스,13231
096645,멜파스1우,13231
096647,멜파스2우,13231
096730,세창인스트루먼트,12161
096800,한인터네트웍스,12167
096850,지오피스,12176
097050,한바다1호선박투자회사,12203
097070,아이비네트워크,12207
097090,탑헤드비전,12212
097100,프러스상사,12215
097130,아시아코치센터,12218
097160,더온리원,12222
097525,엠씨넥스1우,12240
097630,서울약품,12255
097660,블루앤,12256
097785,에코볼트1우,12325
097810,디섹,12811
097920,우리담배,12336
097980,토탈커뮤니케이션그룹영컴,12326
097990,새한산업,12327
098000,프라임건설,12328
098070,한텍,14185
098150,한국월드와이드아시아태평양특별자산1,12345
098160,케이에스에너지,12343
098180,한발,12348
098280,스웰테크,12360
098290,그린코리아,12361
098390,에이치아이티,12368
098400,엔스퍼트,12369
098465,고영테크놀러지1우,12376
098530,디와이엠 솔루션,12396
098535,디와이엠 솔루션1우,12396
098665,에스티오1우,12865
098770,인투텍,12402
098780,트랜스코스모스코리아,12401
098790,칸에스티엔 주식회사,12400
098820,심포니에너지,12406
098880,주영정보통신,12421
098990,알티베이스,12429
098995,알티베이스1우,12429
099210,코리아퍼시픽07호선박투자회사,12483
099270,케이티테크,12471
099325,쎄트렉아이1우,12474
099330,맥스카드시스템즈,12477
099360,엘엠엘코리아,12481
099420,삼우통신,12485
099525,아이티엑스에이아이1우,12505
099560,하이호금속,12584
099625,코엔스1우,14011
099627,코엔스2우,14011
099629,코엔스3우,14011
09962B,코엔스5우,14011
099660,신텍,12499
099670,강남캐피탈대부,12498
099710,홍우파이프,12502
099830,씨그널엔터테인먼트그룹,12529
099850,포스트텔링크,12531
099870,큰뿌리,12532
099920,웅산,12536
099940,엘에치이,3860
099960,아이라인텔레콤,12539
100000,이노엠,12542
100035,인지소프트1우,13294
100225,비상교육1우,12725
100240,콜로써스,12573
100330,프라임전자장부,12582
100430,퀄리플로나라테크,12616
100450,케이에이씨,12618
100530,케이비에스엔,12630
100650,아이케이,12641
100655,아이케이1우,12641
100810,솔버스,12658
100880,비티코리아,12674
100920,강원방송,12679
100950,씨네우드엔터테인먼트,12681
101005,케이에스인더스트리1우,12786
101007,케이에스인더스트리2우,12786
101009,케이에스인더스트리3우,12786
101050,텍슨,9906
101110,비씨케이,12708
101130,매일옥션,12713
101145,인바이오젠1우,12722
101175,우림피티에스1우,14095
101190,바이오칸,12727
101250,호이드연구소,12733
101290,코반,12759
101300,쏠라리버,12741
101370,디에스앤텍,12749
101430,케이씨이노베이션,12765
101460,아이페크,12758
101495,에스앤에스텍1우,12763
101497,에스앤에스텍2우,12763
101499,에스앤에스텍3우,12763
10149A,에스앤에스텍4우,12763
10149B,에스앤에스텍5우,12763
101535,해태제과식품1우,12770
101539,해태제과식품3우,12770
101720,밸로스,12779
101740,큐로보,12785
101780,하호테크,12787
101790,케이알제2호개발전문위탁관리부동산투자회사,12788
101900,취영루,12801
101935,인화정공1우,12918
101950,프리진,12806
101975,우양에이치씨 1우,12882
102020,이노엠텍,12808
102050,대성티.엘.에스,12812
102125,어보브반도체1우,14269
102127,어보브반도체2우,14269
102180,아주하이텍,12825
102210,트레스,12829
102220,케이티로지스,12830
102290,그랜드림,12846
102300,한라세라지오,12847
102360,미리넷솔라,12864
102365,미리넷솔라1우,12864
102380,세미머티리얼즈,12901
102385,세미머티리얼즈1우,12901
102387,세미머티리얼즈2우,12901
102389,세미머티리얼즈3우,12901
068320,대호산업A,8364
068337,일신바이오베이스2우,8267
068340,이제너두,8268
068350,우대칼스,8269
068400,에스케이렌터카,8307
068405,에스케이렌터카1우,8307
068410,아코디스,8283
068560,우신공업,8284
068565,우신공업1우,8284
068630,에피밸리,8294
068635,에피밸리1우,8294
068637,에피밸리2우,8294
068639,에피밸리3우,8294
068640,에이치랩,8295
068680,갤럭시게이트,8304
068770,선우중공업,8877
068850,에이제이아이씨티,8371
068860,한길프로덕숀,8333
068910,산내들IPS,8277
068915,산내들IPS1우,8277
068945,셀피글로벌1우,8338
069110,코스온,8710
069190,이레디지털,8374
069200,일성,8375
069205,일성1우,8375
069300,두성프린,8399
069310,스토리하우스,8398
069340,티알비글로벌,8397
069430,유미홀딩스,8409
069465,대호에이엘1우,8411
069470,제로원인터랙티브,8412
069520,운보와사람들,8419
069590,지에스이앤알,9694
069650,큐릭스대구방송,8439
069670,디지털피앤씨,8441
069720,미디어로그,8420
069750,알파켐,11233
069870,인터컨스텍,11234
069880,드림픽쳐스이십일,8468
069925,아이에스이커머스1우,11235
070090,엔라인시스템,8495
070290,티엠씨,8522
070345,서진캠1우,8527
070347,서진캠2우,8527
070349,서진캠3우,8527
070410,여행사닷컴,8537
070420,알파에너지,8538
070690,마인소프트,8573
070700,파워코리아,8572
070860,씨오엔,8584
071030,위니아전자,5203
071400,경신공업,11253
071430,KIS정보통신,8654
071440,비엠,8653
071530,유에이블,8668
071590,팬지아이십일,8508
071660,에스에스씨피,8674
071760,지구환경관리,8682
071860,메이플테크놀로지,10313
071930,에이스하이텍,8717
071955,코아스1우,9422
072030,모피언스,8707
072040,에스엠바로코사,8703
072140,카모스,8716
072150,신오전자,9477
072160,동양환경,11264
072210,루트스,8725
072530,동아나이스메탈,8771
072540,삼원에스앤디,8775
072590,지.아이.티,8788
072760,씨피에스텔레콤,8804
072850,지에이코리아테크,8812
072930,금산,8824
073070,에이팸,4091
073130,인스프리트,9511
073330,경향신문사,4155
073470,유레스메리츠제1호기업구조조정부동산,8896
073500,모아베이비,11282
073520,옵토네스트,8899
073530,코크렙제3호기업구조조정부동산투자회,8901
073710,씨디네트웍스,9942
073750,룩옵틱스,8935
073780,케이디세코,8927
073870,한산기연,8943
073930,제너시스템즈,8942
073935,제너시스템즈1우,8942
074000,엠텍비젼에셋,8955
074010,케이에스엔시,8956
074130,디아이디,8972
074150,엠제이비,8978
074200,차이나디지탈,8986
074440,리얼네트웍스아시아퍼시픽,9514
074445,리얼네트웍스아시아퍼시픽1우,9514
074449,리얼네트웍스아시아퍼시픽3우,9514
074520,네오슈테른테크놀로지,9030
074720,삼양감속기,9066
074740,승광,9077
075050,에스아이플렉스,9086
075210,스피드엔지니어링,9100
075550,상지건설,9196
075940,신영,9160
076090,테이크시스템즈,9398
076170,지비에스,9215
076420,바낙스,9266
076530,게이트마켓,9238
076810,겜채널,9243
077370,에스더블유넷,8416
077380,그라비티,9340
077470,피디에이에이치디,11295
077570,세울,9382
077760,밸크리텍,9364
077960,케이이엔지,9402
077975,STX엔진1우,9432
077990,참텔레콤,9406
078280,에프앤이노에듀,11960
078390,유니실버,9454
078410,이너텍,9456
078430,한창시스템,9479
078500,서영이앤티,9464
078510,한국유로핀즈분석서비스,9567
078515,한국유로핀즈분석서비스1우,9567
078525,에이블씨엔씨1우,9602
078550,케이에프지,9468
078560,광신아이앤피,9469
078565,광신아이앤피1우,9469
078567,광신아이앤피2우,9469
078650,지나인제약,9833
078655,지나인제약1우,9833
078657,지나인제약2우,9833
078670,아구스,10037
078700,신지소프트,9486
078720,부동산일일사,9487
078780,아이디에스,9996
078830,제이오텍,9496
078840,에스티비,9497
078950,영서방송,9507
079310,JB우리캐피탈,4057
079340,하이럭스,9549
079460,아이티피,9565
079480,에이앤피테크놀로지,9568
079490,블루윈크,9998
079560,넥스피안,10148
079610,알엔씨,9582
080030,동북아2호선박투자회사,9636
080070,리드팜,9645
080180,아시아퍼시픽1호선박투자회사,9655
080260,한국케이블TV호남방송,9661
080270,비올디벨로퍼즈,9662
080275,비올디벨로퍼즈1우,9662
080320,도담시스템스,9681
080325,도담시스템스1우,9681
08032K,도담시스템스2우,9681
080440,에스제이케이,9690
080510,스마트씽커즈,9695
080535,코디1우,9706
080570,국제개발,9702
080600,아이템베이,9703
080680,이지엠텍,9819
080740,대우볼트,9757
080960,동북아3호선박투자회사,9724
080970,동북아4호선박투자회사,9725
080980,동북아5호선박투자회사,9726
081010,프라이맥스,9369
081030,슈가버블,9823
081035,슈가버블1우,9823
081037,슈가버블2우,9823
081039,슈가버블3우,9823
081090,씨모텍,9813
081160,충청방송,9754
081190,아시아퍼시픽2호선박투자회사,9799
081200,아시아퍼시픽3호선박투자회사,9843
081210,아시아퍼시픽4호선박투자회사,9909
081450,신영하이테크,9824
081500,엑스씨이,10488
081630,고려비엔피,9800
081665,휠라홀딩스1우,10069
08166A,휠라홀딩스4우,10069
081930,아시아퍼시픽8호선박투자회사,9927
081940,아시아퍼시픽9호선박투자회사,9870
081970,케이엑스넥스지,11961
082130,선재하이테크,11336
082200,하이에어코리아,9908
082220,프렉코,9387
082225,프렉코1우,9387
082240,아시아퍼시픽5호선박투자회사,9976
082250,아시아퍼시픽6호선박투자회사,9977
082260,아시아퍼시픽7호선박투자회사,9978
082390,피엘에이,9931
082460,와이티에스,11337
082650,준인터,9970
082670,메리테크,9975
082700,인성엔프라,9979
082760,리코토이스,9982
082790,브이티바이오,9986
082930,실리콘화일,10038
082935,실리콘화일1우,10038
082937,실리콘화일2우,10038
082970,미래에셋캐피탈,4327
082975,미래에셋캐피탈1우,4327
082977,미래에셋캐피탈2우,4327
08297A,미래에셋캐피탈4우,4327
08297B,미래에셋캐피탈5우,4327
08297C,미래에셋캐피탈6우,4327
083030,에스에프씨,9950
083130,현대디지텍,10067
083160,현대경매부동산일호투자회사,9930
083180,대덕바이오,10072
083270,한울옵틱스,10079
083350,동북아10호선박투자회사,10086
083360,동북아11호선박투자회사,10087
083390,동북아14호선박투자회사,10090
083430,피드팩,10097
083490,방주광학,10108
083505,에프엔에스테크1우,10335
083507,에프엔에스테크2우,10335
083509,에프엔에스테크3우,10335
083540,키오스크테크놀로지,10112
083570,아시아퍼시픽10호선박투자회사,10291
083580,아시아퍼시픽11호선박투자회사,10292
083590,아시아퍼시픽12호선박투자회사,10293
083600,아시아퍼시픽13호선박투자회사,10294
083610,아시아퍼시픽14호선박투자회사,10153
083620,아시아퍼시픽15호선박투자회사,10268
083690,한울로보틱스,10120
083780,우리홈쇼핑,10128
083910,유니온상호저축은행,4458
083920,데이타게이트코리아,10142
083980,잉카인터넷,11352
084080,글로벌트로닉스,10160
084115,휴온스글로벌1우,11354
084160,골든브릿지Wm경매부동산1호투자회사,10165
084450,세실,10185
084455,세실1우,10185
084530,유진로지스틱스,10210
084740,KHE,9887
084810,아이알디,10299
084815,오엘케이1우,10299
084817,오엘케이2우,10299
084825,피케이밸브앤엔지니어링1우,11357
084890,제이타워,10239
085010,씨유건설,10253
085300,대경산업개발,10295
085315,엔케이1우,10329
085375,루트로닉1우,10307
085380,스탠다드네트웍스,10308
085470,큐앤솔브,10330
085510,갤럭시아디바이스,11363
085665,차바이오텍1우,10363
085667,차바이오텍2우,10363
085730,메디코,10370
085735,메디코1우,10370
085737,메디코2우,10370
085739,메디코3우,10370
08573A,메디코4우,10370
08573B,메디코5우,10370
08573C,메디코6우,10370
085815,알티캐스트1우,8316
085890,코리아티슈뱅크,10375
085900,지디시스,10376
085990,영찬테크,10382
086045,바이오톡스텍1우,11368
086047,바이오톡스텍2우,11368
086049,바이오톡스텍3우,11368
086200,제이앤유글로벌,10406
086205,제이앤유글로벌1우,10406
086250,화신테크,4151
086290,가온아이,10412
086380,케마스,10425
086490,바이오에이지,10436
086510,에코프론티어,10438
086570,싸이더스,10443
086715,선진뷰티사이언스1우,10461
086740,콘티넨탈,10465
086810,케이엠앤아이,10472
086830,신양오라컴디스플레이,11377
086850,웰진,10475
086895,이수앱지스1우,11378
086897,이수앱지스2우,11378
086905,메디톡스1우,10480
086907,메디톡스2우,10480
086965,엠디에스테크1우,11379
087015,펩트론1우,10503
087190,삼조쎌텍,9376
087220,스틸플라워,10508
087240,신안에스엔피,10511
087400,에이엠에스티,11664
087510,내츄로바이오텍,10542
087540,주식로또젠트로,10546
087545,주식로또젠트로1우,10546
087547,주식로또젠트로2우,10546
087549,주식로또젠트로3우,10546
087605,픽셀플러스1우,10552
087650,신라식품,10556
087680,신스틸,10563
087690,엠쓰리모바일,10562
087730,이엠네트웍스,11385
087760,프로차일드,10567
087780,한젠,10570
087790,주일산업,10553
087810,엘코스,10571
087820,광일기공,10572
087840,에버미라클,10574
087880,현대제이콤,10544
087890,성창인터패션,10584
088020,한로지스틱,11386
088025,한로지스틱1우,11386
088090,상암아이티컨소시엄,10592
088120,디티브이인터랙티브,11389
088125,디티브이인터랙티브1우,11389
088127,디티브이인터랙티브2우,11389
088129,디티브이인터랙티브3우,11389
08812A,디티브이인터랙티브4우,11389
088310,마리아바이오텍,10615
088340,유라클,12896
088395,이녹스1우,10622
088580,대방건설,10639
088650,SPP조선,10786
088655,SPP조선1우,10786
088700,마이스코,10636
088710,한울정보기술,10652
088715,한울정보기술1우,10652
088720,쇼이스트,10655
088795,진도1우,10660
088805,에이스테크놀로지1우,10661
088810,맥스브로,10662
088850,쓰리에스소프트,10667
088855,쓰리에스소프트1우,10667
089015,켐트로닉스1우,10963
089017,켐트로닉스2우,10963
089035,테크윙1우,12234
089037,테크윙2우,12234
089220,디지털씨앤아이,10699
089225,디지털씨앤아이1우,10699
089227,디지털씨앤아이2우,10699
089240,네오세미테크,10760
089245,네오세미테크1우,10760
